"filename","lon","lat"
"flood_WM_S1B_IW_GRDH_1SDV_20181005T233236_20181005T233301_013024_0180E7_286D.tif","-85.01236062901845","44.97837806240518"
"flood_WM_S1B_IW_GRDH_1SDV_20190504T002157_20190504T002222_016087_01E42D_5B76.tif","-97.36397408948054","45.02762084042509"
"flood_WM_S1B_IW_GRDH_1SDV_20190911T003801_20190911T003826_017983_021DB4_9FC4.tif","-101.25470446810837","43.168724029895515"
"flood_WM_S1A_IW_GRDH_1SDV_20191123T232852_20191123T232917_030045_036E42_5CD8.tif","-81.66407721211235","28.606613061983932"
"flood_WM_S1B_IW_GRDH_1SDV_20190202T233208_20190202T233233_014774_01B8DE_AA68.tif","-84.64868011339843","43.47870169698186"
"flood_WM_S1B_IW_GRDH_1SDV_20190406T235728_20190406T235753_015693_01D719_BA59.tif","-91.38920193055472","45.826151025855665"
"flood_WM_S1A_IW_GRDH_1SDV_20190211T235550_20190211T235615_025889_02E1CC_B9EB.tif","-89.41692896224929","37.41945192508591"
"flood_WM_S1A_IW_GRDH_1SDV_20191123T233057_20191123T233122_030045_036E42_FD82.tif","-82.98161497949269","36.20144582522318"
"flood_WM_S1B_IW_GRDH_1SDV_20190506T000533_20190506T000558_016116_01E51F_5257.tif","-93.37596835048893","45.802973325525286"
"flood_WM_S1A_IW_GRDH_1SDV_20190505T001100_20190505T001125_027085_030D43_74FF.tif","-92.50691814890807","32.69582548566778"
"flood_WM_S1A_IW_GRDH_1SDV_20190220T232908_20190220T232933_026020_02E671_BF57.tif","-82.13980350243826","30.11237268493065"
"flood_WM_S1A_IW_GRDH_1SDV_20181028T003431_20181028T003456_024329_02A9E3_E76A.tif","-97.81825663323163","28.331297453045693"
"flood_WM_S1B_IW_GRDH_1SDV_20190406T235659_20190406T235728_015693_01D719_4E8F.tif","-91.00407924362705","44.206304629377954"
"flood_WM_S1A_IW_GRDH_1SDV_20181227T003454_20181227T003519_025204_02C914_9FB8.tif","-97.37173022751047","30.702941285815342"
"flood_WM_S1A_IW_GRDH_1SDV_20190620T002743_20190620T002808_027756_032208_16A7.tif","-96.85210909990737","34.27568625667947"
"flood_WM_S1A_IW_GRDH_1SDV_20191008T001158_20191008T001223_029360_035678_D607.tif","-92.50869518037769","36.53134230478531"
"flood_WM_S1A_IW_GRDH_1SDV_20190608T002718_20190608T002743_027581_031CC8_C871.tif","-96.47753375953177","32.00657925515606"
"flood_WM_S1A_IW_GRDH_1SDV_20190510T001920_20190510T001945_027158_030FB5_40EC.tif","-94.64965670900563","33.07236654125034"
"flood_WM_S1A_IW_GRDH_1SDV_20191013T001953_20191013T002018_029433_035905_492A.tif","-94.97301040587774","34.578040130795955"
"flood_WM_S1A_IW_GRDH_1SDV_20190821T001311_20190821T001336_028660_033E4F_C629.tif","-94.16583066701408","40.21284445076238"
"flood_WM_S1A_IW_GRDH_1SDV_20190709T002104_20190709T002129_028033_032A78_C1A6.tif","-95.96110639407448","39.0871996399429"
"flood_WM_S1B_IW_GRDH_1SDV_20180921T234913_20180921T234938_012820_017AAC_4283.tif","-89.27763587845298","45.61672914059629"
"flood_WM_S1A_IW_GRDH_1SDV_20190711T000212_20190711T000237_028062_032B53_074C.tif","-90.01206021516184","30.419969587662308"
"flood_WM_S1A_IW_GRDH_1SDV_20190508T234000_20190508T234025_027143_030F45_D9A2.tif","-85.78908944736092","39.594123459544186"
"flood_WM_S1A_IW_GRDH_1SDV_20180927T004218_20180927T004243_023877_029B1A_88A6.tif","-99.50491591967759","26.786108283864436"
"flood_WM_S1A_IW_GRDH_1SDV_20190406T000347_20190406T000412_026662_02FDF2_8712.tif","-91.25734422629726","36.4381736392997"
"flood_WM_S1A_IW_GRDH_1SDV_20190925T223548_20190925T223613_029184_03506A_F358.tif","-70.63498867958066","45.02196223556618"
"flood_WM_S1A_IW_GRDH_1SDV_20190709T001949_20190709T002014_028033_032A78_2293.tif","-94.97371994417018","34.766039678596975"
"flood_WM_S1A_IW_GRDH_1SDV_20190406T000502_20190406T000527_026662_02FDF2_A5BA.tif","-92.28115235734727","40.94780320079421"
"flood_WM_S1A_IW_GRDH_1SDV_20190912T003018_20190912T003043_028981_034978_3ABD.tif","-98.79303557494985","42.52686653384323"
"flood_WM_S1A_IW_GRDH_1SDV_20181225T235551_20181225T235616_025189_02C889_DE5E.tif","-89.4173409603552","37.41954729866913"
"flood_WM_S1B_IW_GRDH_1SDV_20190418T235729_20190418T235754_015868_01DCE2_D34D.tif","-91.38856878768243","45.826269282589"
"flood_WM_S1A_IW_GRDH_1SDV_20181125T230552_20181125T230617_024751_02B91E_C25A.tif","-76.79142594319326","35.15542923347906"
"flood_WM_S1A_IW_GRDH_1SDV_20181026T235553_20181026T235618_024314_02A961_A6E9.tif","-89.49907359856049","38.025510548130214"
"flood_WM_S1A_IW_GRDH_1SDV_20190412T235525_20190412T235550_026764_0301A0_AFAC.tif","-89.08917140406831","35.91545313878822"
"flood_WM_S1B_IW_GRDH_1SDV_20190911T003916_20190911T003941_017983_021DB4_0F23.tif","-102.14903571440568","47.68921021497021"
"flood_WM_S1A_IW_GRDH_1SDV_20190821T001246_20190821T001311_028660_033E4F_8D9F.tif","-93.82172292317013","38.71190967961215"
"flood_WM_S1A_IW_GRDH_1SDV_20190314T234716_20190314T234741_026341_02F212_7836.tif","-87.10223275408767","36.20252715233306"
"flood_WM_S1A_IW_GRDH_1SDV_20181102T234719_20181102T234744_024416_02ACD3_F0CB.tif","-87.10190472825985","36.20281620872227"
"flood_WM_S1B_IW_GRDH_1SDV_20190722T001407_20190722T001432_017239_0206C8_2600.tif","-95.59373966320105","46.15170318626316"
"flood_WM_S1A_IW_GRDH_1SDV_20191125T001313_20191125T001338_030060_036ECD_6C42.tif","-94.16531967123701","40.21258886526502"
"flood_WM_S1A_IW_GRDH_1SDV_20191111T232853_20191111T232918_029870_036834_E8A8.tif","-81.66422207886605","28.606588269860183"
"flood_WM_S1A_IW_GRDH_1SDV_20190831T002813_20190831T002838_028806_034362_81D3.tif","-97.12092316625696","35.14755263452854"
"flood_WM_S1A_IW_GRDH_1SDV_20190112T000258_20190112T000323_025437_02D177_C2C4.tif","-90.61286936021021","33.42994191889026"
"flood_WM_S1B_IW_GRDH_1SDV_20190227T011226_20190227T011251_015125_01C468_0479.tif","-110.73938460555782","49.08771917089443"
"flood_WM_S1B_IW_GRDH_1SDV_20181013T112339_20181013T112404_013133_018444_4B87.tif","-80.89305892549842","33.67122319333073"
"flood_WM_S1A_IW_GRDH_1SDV_20190106T235526_20190106T235551_025364_02CED8_8ACA.tif","-89.08929346690313","35.91545313806061"
"flood_WM_S1B_IW_GRDH_1SDV_20181005T233301_20181005T233326_013024_0180E7_79F7.tif","-85.38781270752803","46.47957214823675"
